NAME,AGE,MORNING,DAY,EVENING,NIGHT,FIRST TWEET,SECOND TWEET,THIRD TWEET,FOURTH TWEET,PURCHASE AMOUNT
Исаева Сафия Александровна,60,1,1,0,0,Оформляю свой детский альбом  эх было время сколько воспоминаний =)),оказываеца она сдохла. пустячок а приятно )) радоваца смерти врагов Русского народа - в наших традициях.  http://t.co/Bvvg6pduEp,Еду домой. Хорошо сегодня поработала с прекрасными людьми. Настроение супер),Посоветуйте хороший каток пожалуйста....)) #Омск #Каток #Зима,66613
Николаев Даниил Григорьевич,26,1,1,1,1,RT @hepisaporefe: звонил в магаз сказали что шнура для наушников у них сейчас нет и типа ждут поставку в течение месяца :(,RT @SIskandarova: Аля Майли Сайрус или история о том как Деми решила спеть Wrecking Ball ))) http://t.co/YdeZwcrGIG,Хоть мы и не вместе больше... =( Но я не перестаю кормить твоих рыбок в игре...Посмотри они еще живые... #AutoFollowBack,@NikitaMaktraher @ivankovich1998 ты просто так мстишь мне за то что я тебе в лицо фонариком светила:D,23560
Дружинина Злата Максимовна,26,1,1,1,0,@CRAZYMOFOONMARS  Я модник:D За эту ночь я спал 3 часа:-):-):-) А у меня провина фанфа так что и сегодня также походу:-):-):-),RT @neestestvennyi: @Anastasia_199_7 @Hiddlestoners9 @_Angel_OF_Lord @Chernaya_R АГА(((,@Dolmatova_Mary выходные расписаны уже(( только если ночь,http://t.co/8IqbZuneiT одному близкому человечеку посвящается),93470
Беляков Пётр Миронович,51,0,1,0,0,Бля сизоов ты гдемы тест писали 2часа назад(,@mr_fondue @_ssofkaa_ блин ну зачем спойлерить в твиттер а? Я только второй сезон смотреть начал :(,Разгреб угол со старыми рюкзаками. Срезал стропы и выкинул. :),У Бакина нет в школе интернете на сотике)убью ее)аааааааСёма.ахахха,94136
Коновалова Кристина Сергеевна,30,1,1,1,0,Подарочные карты! Приобщаем не танцующих друзей и близких к прекрасному!))) http://t.co/Z6ckkYr7v1,я фигею говорит не хочешь попросить извинений:D нет бля не хочу,RT @HUFavorite_HU: НИЧЕГО СЕБЕ ДА Я ТВОРЧЕСКИЙ ЧЕЛОВЕК! :D http://t.co/XO7SeFoIum,Аеее))) Завтра 2 урока физ-ры) Бойся меня Бодь я тебя вынесу одной подачей!),115860
Лебедева Полина Глебовна,31,1,0,0,1,RT @Kiriko666: Голый Киселёв бегающий по военкомату - это эротично. © наш физик аххахах:DD,@LadyTefna @adomogarov @Tess0450 Он таки первый приходит к финишувернее к бабе Мане)))),слушать джонибоя совсем не прикольно. а вот там он ахуенно выступил),Немецких олимпийцев призвали объявить себя в Сочи геями Больные люди:( http://t.co/IWYDki8BmG,120461
Михайлова Анна Михайловна,29,1,1,1,1,настя сегодня что у неё др в воскресеньея подумала в это:D,ну что)) давно я в твиттере ничего не писала. от старого аккаунта я пароль забыла. Ну все.. опять буду сутками строчить!,твит с картинкой для @leraaa__bln :) http://t.co/cjL7rGGeOS,@ArinushkaLovely Я ПРОСТО НА ОЛИМПИАДЕ ПО АНГЛ РАЗВЛЕКАЛАСЬ :D,24264
Калинин Дмитрий Максимович,37,0,1,0,0,задовбали тут лiтати ловити вас нада...ахааха сказал какой-то пацан Але. когда она чуть не упала),потихоньку уходит эта черная полоса из жизни даже как-то пугает хорошее:D тьфу тьфу тьфу. надеюсь что все будет круто! спокойной ночи:3,@tu_piq эдж оф эмпайрос варкрафт старкрафт... Какие фермы ты о чем?),@Les_Nika патамушта понаехали тут из за границ всяких культурных)) Завидки берут),109583
Агапова Николь Елисеевна,39,1,1,1,1,@kiska9669 Везёт моя мама ненавидит Сверхъестественное(((,скоро по европе будут ван дидиджей написала енывафкндгпнапацмывяасч),Безумно соскучилась! :* @Tesoro_Piccolo @RobSten_Sempre @svetlana_stew @EmpressIriska @VivienneLola913 @I__LoveKStew @Paramorova @inessaok,Меня постигло разочарование по телеку нет фигурного катания:((,27843
Климов Дмитрий Романович,31,1,1,1,0,Вышел после тренировочки посидел в сауне покушал. Вечер удался :),@PersAnastasi @dftgfg1 девочкииия уже 3 дату пропускаю :с  давите на больное ),@ChemicalM4dness лол:D я маме передала привет с: тебе тоже с:,@Pavel419 Родителей что ли приобщаешь?) Я как-то крутила Женькиным мои не пробовали еще.,96520
Маркелов Александр Никитич,50,0,0,1,0,RT @vladbaglyk: Можно поздравить @UlyanaMoryak с автоматом по ДКБ и Тер.Веру! Молодчина! :),Меня удалили на главной кодерском форуме страны ... Где же я так накосячил(((,"Бээжинд газардах гадны нисэгч нарыг ""утаанд газардах"" чадвар эзэмшихийг Хятадын ЗГ үүрэгджээ :) http://t.co/HKw7ir6Yct",Проснулась глазены еще опухшие.. Ну так.. 11-часовой сон как никак! :D Зато выспалась! :3 http://t.co/ttd4S73C5X,52134
Савин Сергей Константинович,43,0,1,0,0,как можно быть недовольной его пятым местом? после 86ого особенно? однако ж...Симон ну почему ты не стараешься?:((,"Пейте дамы господа .. будите здоровы ))) ""@onlinekpru Пьющие живут дольше непьющих. Это ученые так считают: http://t.co/jHdLRPNcJd …",RT @ageenko7000: -Мамкак ты относишься к хачам? -Отрицательно! -Почему? -Потому что они хачи Ну понятно ),RT @hemmofox: @wrong_mirror ты куришь без меня (( опять,89915
Быкова Виктория Леоновна,58,0,1,0,0,ЕЛ@MoselenaV ХОХЛЫ ПОЮТ:*МЫ-БУДЬМО* станете отрицать *возможную дочь*-*прости господичто типизировано по Ульянову*=ПИЗДУЙТЕ В МОНАСТЫРЬ!,@ksenia_prosto Эх ты...ну разве так можно даже я загадал))),@Evgenia131313 @TwitLD00 все свалила с вк я:* Самых сладких снов ♥,Таинственности должно быть в меру иначе вместо девушки-загадки получится баба-ребус…))))))))))))),72558
Марков Степан Иванович,43,1,1,0,0,@pasha_prasolov тааак вот кто это!!! Я долго гадала:D спасибо повеселил:DD,@nosokazaz @oladushek_way @funnyhoorse @Fuck_Time01 @516732s @99Timof @herlocked ХММ  ЭТИ ПИДРЫ. ЗАСНУЛИ ;),Сижу на балконе читаю историю ;( А лучше бы я сидела на балконе пила мохито и ела суши. Но увы #history #zaebala,- Лёха приезжай скорей. - Зачем? - Девчёнки две есть и пиво))) - Ща приеду!,75296
Леонтьев Никита Маркович,48,1,1,0,0,@VeronikaLyah из аномальных видел не раз только людей у которых глаза разного цвета),RT @ada_soft: @Nanananabooms @dead_music666 у нас 7 уроков),А я уже месяц готова убить за еду из Макдоналдса :(,@EverlastingTrol @Nyakalko для нас то пойдет а вот для тех кто повыше х))),76346
Успенская Софья Сергеевна,24,1,1,0,0,@irinayakovleva8 а чем вас нынешний не устраивает?),RT @hamkaa98: 29К для: Городко Соня Аняша Бакаева Я люблю вас  крч:*,Почему у меня все вот так??? Где я блять так косячу то?:( #ЖИЗНЬБОЛЬ,Мало кому доступное ощущение своих зубов после снятия брекетов :),49339
Лопатина Вероника Данииловна,23,1,1,1,0,@ont_by: Лучший футболист Беларуси 2013 года – Тимофей Калачёв http://t.co/9p9xWxvMHi молодец Тимофей!! А были времена стоял на тумбочке;),Это было мило и по мужски :) парень с 20-ю наверно ботонами хлеба пытался позвонкомиться со мной на кассе,@askorbinkkka Ой да ладно Альбинчик уговорила покупай мне киндер на Новый год)),"Заголовок в ""Факте и компромате"": ""В Астрахани есть две беды - Столяров и дороги"". ))",118399
Грибова Екатерина Максимовна,22,1,1,1,1,@Marishka556 @mkaraseva в моем сне дело происходило летом :) уж очень мне нравится этот факт хи,@GvenetRous ахвхаз я согласен:D Ты кстати красивая оченьда:),@ERojdestvenska  И как ёё угораздило в ёлку залезть! )) Недаром говорят-пьяному и ёлка не помеха!)))))))),@tonn_pavloff  У нас станция вроде как уже год существует братан остановись),24129
Мухина Виктория Даниэльевна,20,1,0,0,1,Только снег выпала уже опять все тает(((#snow #folloback #ВзаимныйФолловинг #фолловлювсехвзаимно #фолловинг,атлишна. наш город попал в список 12ти мишеней для ядерной атаки США по России) мы крутЫ),Цветы кстати вообще молодцы) как всегда с легкой чернушечкой)),RT @OKirilyuk: @DToropova ДА КТО БЫ ГОВОРИЛ:DDDD АХАХАХХАХА Я МИНУТ 10 УГОРАЛ С ЭТОГО АХАХАХХАХАХА http://t.co/lBfYQyZo77,115797
Андреева Алина Львовна,27,1,1,1,0,– Спокойной ночи сладенький) Так бы и съела тебя! Омномном. – Тебе лишь бы пожрать.,@Oyunrdne Чи ч гэсэн яг одоо аймар амбийцалж байна шт :-)) @UBMONGOL,@vskorohod @Dimka90 это точно даже я таких не имею :))),@as_darling я вообще такими темпами рассудок потеряю :D,116762
Матвеев Константин Лукич ,28,0,0,1,0,@curly__gay меня тож к концу урока таки заметила)),Утро....кошмар...мне это не нравиться...(,RT @KorshunovaKsena: Мы заказали такси интересно - успеем-таки спеть финальный хит?),@anyasnezhnaya Марио играл ту же самую роль?! ( ну Марио я представляю кучу фильмов с ним видела,39400
Яковлев Александр Григорьевич,32,1,1,1,0,@spaceisdisease последний - это незаконченный? Я хотел его на обсуждение в добрячок вынести. ),Скоро покажу вам свой офис....еще завтра хорошенько потрудиться и наверное все!=),"Люблю такие фильмы :) ""Мальчики налетчики"" крутой фильм ;)",@DLGreez Зимой проще. Снега много обтирать удобнее),95172
Виноградов Михаил Иванович,36,0,1,0,0,Всё Ксюш извини что тебе пишу Всё тут но его выловлю пусть попищит в глаза мне — Да ничего) удачи http://t.co/FV9vCOt2BF,@Tyutinka я знала что она добрая :) А за что она тебе ?),когда я натыкаюсь на девушек с твоей фамилиеймне кажетсячто они самые счастливые...я соскучилась((,Оупоющие бухгалтеракоторые меня ненавидятснизошли и подписались на твитты моей скромной персоны??:-),101636
Третьяков Даниил Миронович,38,1,1,0,0,Курение- убивает! Смех- продлевает жизнь! Люди курите правильные вещи - сохраняйте баланс!” :);),@iawinches1 @anastasya_novak @chemically_born @gerardwvay @ignatova__ @natacitrus виииии лавки детка:),"ура! форум ""HR на 100%"" можно считать успешно оконченным) все прошло хорошо)",RT @_KOT_HA_MAPCE: СЕРОООВАХВХВАА ТЫ ПУГАЕШЬ МЕНЯЯ :DD,81868
Федоров Савелий Ильич,42,1,1,0,0,@AldraGrishina да даже если они и появятся у насто все-равно будут бегать за худымиэто неизбежно),Ромчик будет кричать  потому что Даша не спит (,RT @xunymikihum: Блин :( Дождь. Пошел я отсюда,а вам какая девица из жуйка нравится больше всех? ники в студию! ;),67909
Щербакова Николь Тихоновна,20,1,1,1,1,RT @stenshinamaria: я хочу в Майами! Ну или хотя бы лето...:(,Читайте моего лучшего героя мультиков) @barmin_nikita,@_prettycatty Сочи :(За то я могу поехать в Абхазиюне точто тыв Европу пфф  авидуй мне сучка ,Один из слушателей сегодняшнего посылания Путина все-таки не выдержал:)     http://t.co/AkBMrdrFly,19372
Ефремов Давид Платонович,20,1,1,1,1,@wylsacom gta sa теперь на первом месте в аппсторе) http://t.co/5WPwLWlGsH,купила подарки Настям с Настей) хороший день отвели душу в макдаке)  теперь я тоже хочу такую крутую штуку из книжного :С,@HazzMc Сухарева Т.Н. знаешь такую?) Меня ФБР не найдет?,"*На свадебной церемонии* ""Вы Перри Луиза Эдвардс готовы взять Зека Джав..."" ""Я Зейн"" ""Конечно как скажешь большой парень"" ;)",29184
Иванова Виктория Георгиевна,28,1,1,1,0,"RT @Julia_lova: @olyaaaa_aloha мне нравятся они. У тебя бывают такие милостии*_* Или ""ревностные разборки"" :D",@alenevva на 4:* Ох высшмат так сдала:*что весь день радость не сходила с лица:),@koffboy  Мало но есть такие. Только девушек в которых есть что заценить тоже мало. :(,@kolohui да мне тумбу надо взять еще. Пока на полу стоит),106541
Александрова Юлия Андреевна,21,1,1,1,1,пора одеваться  : ( опять : ( не хочу : ((,во вторник конфереша в среду посол британии а сегодня выставка со всякими блюдами разных стран)) вместо пары и поели и повеселились),блин уже 23:57 а спать не охота а еще в эту школу идти завтра как надоело(((,RT @Lisichka_16: Учеба делится на: 1) Слишком трудночтобы учить. 2) Слишком легко чтобы учить. 3) Слишком многочтобы учить. 4) Слишком м…,19211
Чернова Анастасия Павловна,31,1,1,1,1,@Lev4enkoMa это то я в курсе...просто без тебя по началу не справлюсь) по провереной технологии нужно действовать),RT @Ali_Loginova: @Pyhteeva_A ДЕРЖИ ТЕБЕ ЛИАМУШКУ:* ОН ЛЮБИТ ТЕБЯЗНАЙ ЭТО) http://t.co/CqcVErCEqV,@Marzh_Sultanbay Мангыстау да топырак та калмады го бурынгыдай(,С днем рождения @lizadarling  !!! Очень надеюсь  что прилечу летом к тебе ;),30326
Демьянов Иван Матвеевич,38,0,0,1,0,RT @tuwyrozemim: Я тоже так хочу работаешь да на машине катаешься а дома всё муж делает... тындец ))),а да кстати сёдня Ярославаль празднует 1001 год всех типа с праздником %),@Tanja_LOVE84 коварная соблазнительница ! теперь хочу кексов ;))) лол,@mr_takhir @gusak_av Тахир ты единственный среагировал на цену... Наверное просто самый внимательный ;)),59142
Наумова Виктория Павловна,20,1,1,1,0,@sabircska я знаю но чушь ты такую несешь будто бы употребил что то),Дебилка наговорила не пойми что а приняли за правду обидно:(,Предлагаю небольшую прогулку с ароматным кофе. Сегодня. Сейчас. Продробности в лс),RT @DiehlBelieber: @super_ked_twit ооо да(((( ещё это школа долбанная....,94179
Макарова Алёна Артемьевна,27,1,1,1,0,@Dulguun_ToTo Өө яасан лагийн манайх дээд тал 300кб.ээр татжийна өө :(,RT @Une__preuve: Я так скучаю по нему :(  Новый год начинается с потерь ненавижу глупое суеверие! http://t.co/c2XTSd9NPo,@ivashiby может это моль летала по квартире а я думала что бабочки),@Huekrylka у меня тоже всем плевать если на лечение и что-то надо то делаю что-то лекарства на свои деньги блть( с новым годом лол,82944
Виноградова Арина Станиславовна,27,1,1,1,0,Вчера рисовали с димой Дарт Вейдера!!! И блину него лучше.почувствовала себя никем),@banananapotato_ ахах :) эфир будет час-полтора если кто-то придет :),RT @AnkaLoznitsaa: @EgoyanNarine оу это очень мило и неожиданно:) приятно и я не против:) я тоже #ХочуПровестиНовогоднююНочьВместеС @Egoyan…,@KrisMasko @Matkovskaya3 я себе даже настрой подняла ахазаз)),118716
Соколов Герман Арсентьевич,24,1,1,0,0,@thinalBSM @ElenaMotrenko ахахах. я кажется знаю почему),"Все-таки «13» очень хороший такой Тимати также хорош! Я хочу клип на свой любимый трек ""Голая"")","выиграла Андрюшу в ""морской бой"". так обрадовалась аж сердце закололо)",@MoselenaV @t_darlin @Snapy_ekb @FantinaFantina4 @Al_krasavchik @SkodInnA Привет всем крошки. Я - спала к примеру )),73951
Кудрявцева Ксения Андреевна,20,1,0,0,1,Написано гемофилия чуть не написала гомофобия. Бл уберите от меня биологию:D,I liked a @YouTube video from @alikovadasha http://t.co/dxMqZVwIdG Снег . Двор .:*,@Jersija угу) он умничка с головой дружит и умеет сдерживаться)) еще парочка лет и они вообще заматереют))) будут теми еще волчарами)),Меня беситчто всем от меня что-то надо! Я девушка прежде всего и не настолько глупачтобы идти у тебя на поводу! Опять жегде тыхороший? (,114804
Розанов Захар Егорович,55,1,0,0,1,трошки проблем накопичилось хочу побути самою подумати розкласти все по полкам ато такий бардак у житті шо я аж не можу(,@mazurina_mrmr ну а что делать)) до 10 вечера пары по средам :),RT @AngelinaProtein: ВЕСЫ ждите таких предложений и планов от которых дрожь по всему телу будет держаться до конца недели) всё заебись уда…,@ruhamlet я к ним обоим отношусь в целом положительно :(,119360
Виноградов Михаил Михайлович,52,0,1,0,0,божееекакая красивая зима...сразу исчезли грустные мысли о томчто мне выскажут на проекте)),@NovikovEM @loupivan ну сойдемся что это проблема у многих людей) у нас футбольных тренеров и президентов полные кухни),Последние пары в этом семестре следующая неделя уже сессия... Надеемся на лучшее:),@MaliciousMan сегодня повезло. как раз в момент звонка я будила мужика поэтому не спала) #везение,117427
Горбунов Филипп Владиславович,26,0,0,1,0,День самоу правления круть!Власть над учениками!Уахахаха:D,@AidaDossayeva @Microsoft да ребята рассказали сегодня. плюс предложили кучу проектов интересных),RT @Ekaterinaa33: @OneDirection1lo та не за что:3 я просто сразу не заметила),ЭТО САМОЕ ЛУЧШЕЕ ЧТО Я ВИДЕЛ В ЖИЗНИ - ЭТО ВИДЕО ДОЛЖЕН ПОСМОТРЕТЬ КАЖДЫЙ ЧЕЛОВЕК НА ЭТОЙ ЧЁРТОВОЙ ПЛАНЕТЕ ААААА) http://t.co/VUT6kTqfDK,48825
Зайцев Константин Леонидович,36,0,1,0,0,@EnotSleeP Я старался. У меня не только Android нет :DD,@medveDog короче пиши там я объясню что не понятно),@igeshka @dyu_bryun а премьеры с актерами не будет на этот раз неизвестно? эээх любила я ходить на подобные прессухи... ),@BerkoYulia ахах конечно хочешь ссылку кину в группе? она и тя забабахает)),109263
Титов Андрей Андреевич,26,0,0,1,0,Как-то даже не в тему тут современные автомобили)) http://t.co/MzWIzslilN,@olshek @Kvitka_ #покращення добралось і до імен ;),@nastjagrey ведь организму нужен холестерин...без него органы не могут...и человек тупеет...:(,@KiokoMio Спасибоооооо!!! Будууууу!!!!!! Надеюсь х))))))))) Удачи тебе!! :зз,44070
Суханов Ярослав Григорьевич,56,1,1,0,0,@jamslava всегда пожалуйста )) ты обращайся если что,@koegde @ivantsygankov Он наверняка об этом и мечтает :),вчера столько милостей наговорили мне по телефону)))),@DyadyaFedyaChe ахахахаа я все хотела почитать))) теперт спасибо тебе-не буду))),88046
Самсонова Анастасия Семёновна,29,1,0,0,1,@IeroEmotions ты спал а я нет. нечестно :-) в кино,Дерьмо а не погода. Мороз и без снега. :(,Эгооистик дорогой да все хорошо были некоторые проблемки но да так ерунда) ты как хороший?? как день твой??:33,@house_of_lazine нет мне очень понравилось лицо Найла :D,116046
Волков Александр Георгиевич,31,1,1,1,1,RT @spinkasykesa: @fuck_pony_ ни поверишь я тожи:D,RT @rebrova_enn: Спасибо Ю за 3 задачи по контрольной:),@NataliAnnet нет температурыпросто хуево((,Как жаль что в twitter нельзя кидать музыку(,30922
Никитин Савва Елисеевич,22,0,1,0,0,признаться честно никогда не обменивалась открытками. @Urtin @Lisawetta вы будете у меня первыми)),RT @lisominizul: Улыбните улыбальник=) http://t.co/bDkjGZ6Zhd,@apionkina9  Добро пожаловать в клуб неудачников!;),@the_cats_pajama ну ничего себе ты незамерзайка тогда),92321
Александров Назар Александрович,53,0,0,1,0,Алгебра 8 класс. Функции и их графики изучаю заново блять :( это провал.,RT @Evil_Lana: этот день настал! я начал читать @Emililiii :D милота *.*,@plat00n54 Понял* Не сложноно я все равно путаюсь),Ебатьтеперь я малаявот кто меня просил говорить эту правду((,50463
Майорова Агния Ивановна,24,1,0,0,1,Видела в ЧЭМК всех мальчиков из своего отряда была рада им:3. Гриша меня игнорит я лааахущка (,RT @CoughSyrupJ: Единорожик анфолловит :(((,@know_facts: Моча кошки светится под ультрафиолетовым светом. :-D это нужно как-то использовать),Озон.ру предлагает заменить шампанское на адреналин. ПОЗДНО! Уже давно обменяла на овощную смесь :( Прогадала,87264
Федоров Тимофей Тимурович,32,0,0,1,0,Нашел здесь http://t.co/8vtYrCkJhp недорогую квартиру в Минске и купил)),@KrasovaVarvara Давид Бабаян в СибГУФКе учится...ка бы),Ненавижу когда плямкают чавкают и фыркают :(,@ManDARIncAaa да кого обманываешь. Все равно все в последний момент так и будут делать :-D,53529
Казакова Алиса Марковна,35,0,0,1,0,Офигенный день! день позитива) бегал как идиот целый день! танцы офигенны хоть я и ракал но мне очень понравилось!,“@onlydi_: Если я куплю зимние кеды на платформе - это модный приговор ужеза мной выедут?” ))))),Я таки съела гематоген.......)))отлично)))теперь можно работать.....,@_your_infinity @animewka3 @nastya_nochenka умоляю скажите мне что в одном билете - 1 вопрос(,44332
Романов Александр Глебович,36,1,1,1,0,4 победы подряд в последних 4 матчах - и я все-таки в 5 дивизионе. В который вообще-то вышел два месяца назад),@christy_meow я всегда-всегда готова! ща приеду к вайфаю и напишу в вотсап)),Я видел её без макияжа. Она прекрасна... Мой парень просто прелесть),@fil200833 а я твой прочитала твит и на улицу выглянула..)),96763
Богданов Евгений Сергеевич,25,1,0,0,1,@IrreversibleMM еще минус- резину жрет как ненормальная :D,@vesti_news: Apple запатентовала технологию производства изогнутых дисплеев http://t.co/mhc6eunQfN Видемо для iPhone 6)),Идите нахуй не буду больше писать кому надо сами напишут :D,RT @Viksen_Kisa: @dianasvistunova ты пьян :D http://t.co/mkc1WN0byg,138916
Гришин Давид Дмитриевич,26,1,1,1,0,Это был день упоротостей и безумного ржачахд @Fly_Bambly @Kap_Alex1 без вас никак:D #безумноевеселье~,Походы на работу к позняковууспокаивают и убавляют пыл))) http://t.co/dNHMhp248t,Я умерла зашилась но сделала английский:) люблю это дело конечно. Не удивлюсь если скоро сны на русском перестану видеть,RT @Natalie_Ocean: А я хочу новый год в окружении родного моего и любимого человека и больше ничего не надо ну кг мандаринок не помешает!),87822
Румянцева Малика Александровна,29,1,0,0,1,@natashlapina201 ещё одна :D настроение поднимаем  что ещё то ?,RT @Julee_K13: Хорошая сегодня дата: 11.12.13 Такое повторится только через тысячу лет) сделайте сегодня что-нибудь особенное! ,Съел две порции мороженка — получил +19 к счастью ^_^,@Lesya_Zhgut Кстати завтра у меня подходящий день что бы сесть на диету прям в гороскопе так и написали нет никаких соблазнов ))),127363
Леонов Никита Робертович,32,1,1,0,0,"RT @kisymatoroxe: ""Как виртуозно они сейчас бранятся. На одном языке — все друг друга понимают :) А судья не понимает""",сосед громко слушал музыку вытравил его из дома своей :D,RT @I___MUDAK___I: @enot_Boris @_LOVE_DAY  Та причём здесь Яна? :D Щито за конкурс то? :DD,это ахуенноневъебенное чувство когда училка пошутила так как ирка:D,83830
Колесников Кирилл Григорьевич,45,1,0,0,1,RT @lira_oo: @molochkavkycna1 Спасибо большое Диллер :-),-я б щас где-нибудь посидел. -че не насиделся? :D #настроение #поднялось,Ну я сначала сделаю потом подумаю. Молодец довыёбывалась кажись),"@Under____water будь ""очень плохой училкой"" :) включи фильм и спи в свое удовольствие)",142523
Винокурова Дарья Давидовна,26,1,0,0,1,"Хотя ""Ты неси меня река"" все же заставляет их снова прибавить. Но я не хочу общаться с полицией:( почему они такие тупые?..",RT @koffboy: Супер! Вот за что я люблю Новый год - http://t.co/pNPvhyy3t8   Скорее бы уже рождественские ярмарки:),"Я убедилась что ""надежда умирает последней"". В самый последний момент может случится чудо))",RT @aziwel: Никому не нужный хип-хоп натолкнул на мем) http://t.co/i4yOpDuoHa,115913
Горбачев Андрей Артёмович,25,1,1,1,1,Вот это у меня сейчас был приступ боли адской!я аж заревела:(Спасибогосподичто в мире существуют болеутоляющие таблетки,http://t.co/vMq8vw6h4d а теперь для контраста... а я кажется так и просижу всю жизнь вот тут((,RT @from_EXOPLANET_: @saranghe_EXO Лерочек мой**я так скучала без тебя ТТ но теперь ты тут:З как твои дела?)),8 часов вместе!*  И за последние 15 минут поругались пришла домой без настроения!:(,20171
Андреева Анастасия Матвеевна,27,1,1,1,0,RT @Podslyshano: люблю зиму за то что люди носом разблокируют телефоны и такие оглядываются типа без палева)) а я то все вижу. да да.,Это был убийственный хоккей. Я обожаю этого чувачка который орет с трибун :D Петушкин не выйдет с головы @valeriyamoleva lol,@Frenki_Max мертвая шлюхаклёвый ништякона денег не берет она дает за так),@m_athanasios @VRSoloviev  вот елки палки :( думал о пиндосах поговорим Синегале. Тут по ОРТ отца Афанасия показали.,102921
Гуляев Алексей Тимофеевич,25,0,0,1,0,@Amirhancik @ZaProtiv @ADAPTER_14 Чего только не сделаешь чтобы в тюрьму не пойти)))),Парнишка заигрался...........))))))))))))))))))))))))))) http://t.co/RoTpNPfgVS,И еще я получила чей-то подарочек;) Слышь Фея @Fairy_Raby ))))))) ТВОЙ КЛЮЧ ТЕПЕРЬ У ГЕРЦОГА! А я... читала и блаженствовала...,@ilovedrago и еще можешь разбанить вк? я в бан в 2009 где то улетел за то что 2 раза заявку кинул :),48436
Калугина Елизавета Михайловна,58,0,0,1,0,@prozzz его работу оплачивает Парнас поэтому прокомментировать не могу(,@RealVolya и тебе) только в нашем часом поясе это пожелание нужно читать в обратной последовательности),У меня из грибов получился мовершенно зачетнейший суп ),RT @back_to_90th: Талисман Олимпиады 1980 или 2014? :) РЕТВИТ - если вы за талисман 1980 в избранное если за талисман 2014 http://t.co/t93…,47245
Одинцов Никита Алексеевич,55,0,1,0,0,Фэйл дня. Уехать на метро и забыть наушники. Буду с вами болтать тогда что уж!)),@Sevostyanovaaaa @kanfetka0 не плачькрошк (((((((((((((((((((,"Очень бодрит с утра вопрос от начальства: ""Катя а у тебя есть действующий шенген?""))",Четверг хороший день потому что завтра пятница и выходит новый эпизод Босмана :D,104967
Титов Матвей Никитич,23,1,1,1,1,RT @vinosugisup: мне шашлык готовят мне шашлык. Какие они все таки няшки)))),..Я оставлю снегу всю свою печаль падает снег с неба мне ничего не жаль....))),Так круто посидели в маке с НастейАртемом и Лешей :)),Ром не читай мой твиттер пожалуйста. Мне неловко:(,25925
Куликова Нина Мироновна,53,1,1,0,0,ой да и срать вообще :-))) эти оценки нахер никому не нужны :-))),"Это были очень""интересные уроки"":D http://t.co/YdXhprOjUu",@olegtinkov дядя Олег чего то ты про подрочить давно не твитил:) Состарился что ли и стал серьезным?:)),@lesyaromashko1 воуу ты читаешь его? :D Без ВанДи никак уж с:,68077
Егоров Михаил Миронович,32,0,1,0,0,RT @before_i_drown: @lincoln_hey @LPMJ5 бл никто из нас не может сравниться с тапочками с ромашками подаренными бабушкой...(,Знаменитый Алькатрасс..хочу в Сан-Франциско((,RT @bedowabymir: 44 рекомендации на один пост. Я не так безнадежен для микроблогов),Мой твиттер никто не сделает грамотным  даже ты ! Может только разнообразние записи будут :),87570
Мартынов Лука Кириллович,28,1,1,1,0,RT @khodrv: Восстановил айфон как новый аппарат из за тупой вибры не работающий во время звонка. Надо проги восстанавливать :(,@nikiporchik1 заменим это на контакт( увы(,@kaktus_514 ахахаха красавчик :D А у меня учителя ски злые приходится делать,Спокойной ночи:* всем сладких снов  мои хорошие:* http://t.co/wuCFtM7l8s,70587
Макаров Денис Сергеевич,30,0,1,0,0,http://t.co/Ran8WWWM9qбез намёков. если кого интересует)первых два раздела.,@AppleInsider_ru @ABBYY_RU потрясающе спасибо :) правда гугл отправил письмо в спам и нашел только благодаря твиттеру)),Наглый донельзя пара спасите:(((наконец он лег неугамонный http://t.co/kaXTT6pvZW,мама не когда не покупает мне такие шоколадки как я хочу:(,87433
Павловская Елизавета Михайловна,24,1,0,0,1," надо было букву Р"" перечеркнутую крест на крест - еще больше бы народа за не проголосовало."" ) http://t.co/iWOKwwG4os",RT @INSIDIOUS_IDIOT: @Silver_Aisling пинка для разгона дать?),RT @grin_N69: Какие-то стремные мультикии весь день идут(,моей маме нравится 30STM Up In The Air O_o,100859
Михайлова Дарья Максимовна,29,1,1,0,0,@corristo я думаю что накатить а потом снести как с убунтой),RT @jared_na_marse: @tomofromearth логика:D http://t.co/l7n1FLxCo9,Почему... ты так делаешь? Не люблю когда ты такая:(,@Sanya_LAbaby а я и без шоколадки читаю хотя я была бы не против шоколадки :D,49074
Васильев Александр Александрович,50,1,0,0,1,RT @A_Garnaev: @2pin_ ... но даже тыщща гарнаевых не сможет рассказать про одного толбоева более красочно чем он это делает сам :( http://…,@Just__Fantasy ахахахах блин. ты всегда что то в кофе подмешиваешь! я не помню как появилась Ренесми :D,ск ржу как уебан с фейса Ури:DDDDDDDDDD http://t.co/5fHiRLvZou,@Seeker_miracle нормик рисуночки ты просто чаще рисуй с натуры попробуй гуашью. Я тоже с такого начинал я тож самоучка)),134640
